p0,p1,post_mu2_gt_m1,H,pvalue1
0.603,0.397,0.683,0.67177650592283,0.289
0.233,0.767,0.253,0.542875942652643,0.0219
0.025,0.975,1,0.116906849137531,0.0004543
0.719,0.281,0.811,0.593895300697922,0.541
0,1,1,0,1.925e-30
0.023,0.977,0.024,0.109495452969968,0.00106
0.791,0.209,0.882,0.512628727817277,0.94
0,1,1,0,1.152e-05
0.046,0.954,1,0.186564632181973,0.00379
0.041,0.959,0.043,0.171109283434043,0.00141
0.21,0.79,0.982,0.513956670617226,0.0149
0.626,0.374,0.915,0.66105027844044,0.329
0,1,1,0,6.591e-17
0.49,0.51,0.516,0.692947167224478,0.0697
0.342,0.658,0.357,0.642353162094667,0.0447
0,1,0,0,2.782e-28
0.006,0.994,1,0.0366779387501341,2.609e-05
0.535,0.465,0.586,0.690695175794653,0.151
0,1,0,0,5.514e-19
0.004,0.996,0.007,0.0260778329833977,0.000149
0,1,0,0,3.912e-24
0,1,1,0,3.094e-19
0,1,0,0,1.853e-19
0.511,0.489,0.963,0.692905161034832,0.11
0,1,0,0,1.388e-06
0,1,1,0,8.347e-14
0.014,0.986,0.015,0.0736633107293249,0.0006379
0,1,1,0,3.533e-10
0,1,1,0,4.645e-18
0.037,0.963,0.04,0.158289880652706,0.0007315
0,1,1,0,3.23e-24
0.771,0.229,0.846,0.538065204150889,0.547
0.697,0.303,0.863,0.613384807612713,0.937
0.053,0.947,0.057,0.207255566316659,0.0076
0.694,0.306,0.846,0.615862697192986,0.941
0,1,1,0,1.697e-24
0,1,1,0,4.063e-29
0,1,0,0,2.515e-21
0.261,0.739,0.99,0.574100289090193,0.0201
0,1,0,0,2.055e-09
0,1,0,0,1.65e-74
0,1,1,0,6.379e-07
0.556,0.444,0.649,0.686862001658906,0.271
0,1,1,0,1.914e-07
0,1,0,0,4.913e-05
0,1,1,0,4.296e-14
0.698,0.302,0.78,0.612549386006791,0.485
0,1,1,0,3.865e-28
0,1,1,0,3.704e-35
0.742,0.258,0.849,0.570954567642163,0.824
0,1,1,0,3.546e-17
0,1,1,0,2.156e-12
0,1,1,0,8.009e-05
0.56,0.44,0.956,0.685929800252373,0.117
0,1,0,0,9.827e-50
0,1,0,0,1.377e-06
0.249,0.751,0.264,0.56123386328756,0.0214
0,1,1,0,2.21e-32
0,1,0,0,5.293e-05
0,1,0,0,2.629e-22
0,1,0,0,1.081e-17
0,1,0,0,5.081e-22
0,1,1,0,1.096e-19
0.148,0.852,0.158,0.419224141606471,0.00885
0.067,0.933,0.997,0.245808821092371,0.00444
0.015,0.985,0.999,0.0778825094110964,0.00138
0.478,0.522,0.953,0.692178867976484,0.161
0.01,0.99,0.01,0.0560015343548473,0.0003157
0,1,1,0,9.921e-08
0.002,0.998,0.002,0.0144272148621761,2.43e-05
0,1,0,0,5.37e-23
0,1,0,0,7.713e-07
0,1,0,0,6.885e-16
0,1,1,0,3.319e-08
0,1,0,0,3.188e-09
0.088,0.912,0.094,0.297885968360265,0.00833
0,1,0,0,4.921e-26
0.25,0.75,0.267,0.562335144618808,0.02
0,1,1,0,9.245e-22
0,1,1,0,1.069e-10
0.696,0.304,0.927,0.61421549416189,0.437
0,1,0,0,1.639e-11
0,1,0,0,5.956e-22
0,1,1,0,1.425e-26
0,1,0,0,1.049e-13
0.684,0.316,0.813,0.623817523834848,0.78
0.038,0.962,0.039,0.161535103372125,0.00161
0.002,0.998,1,0.0144272148621761,0.0002074
0.714,0.286,0.797,0.598531185977196,0.597
0,1,0,0,2.094e-57
0,1,1,0,7.624e-28
0,1,1,0,1.836e-25
0.493,0.507,0.957,0.693049177358361,0.0845
0,1,0,0,2.537e-11
0.658,0.342,0.72,0.642353162094667,0.332
0.431,0.569,0.471,0.683594725129539,0.0761
0.011,0.989,0.999,0.0605477370064927,0.0004465
0,1,0,0,4.106e-10
0.634,0.366,0.917,0.656792441844036,0.383
0,1,0,0,1.907e-07
0,1,0,0,2.709e-12
0.643,0.357,0.769,0.651672547202017,0.568
0,1,0,0,2.977e-07
0,1,0,0,7.974e-13
0,1,0,0,0.0001655
0,1,0,0,1.664e-22
0.124,0.876,0.135,0.374819669186834,0.0245
0.646,0.354,0.899,0.64988769228922,0.479
0,1,1,0,3.052e-11
0,1,1,0,4.959e-27
0,1,1,0,9.71e-08
0,1,0,0,7.556e-68
0.09,0.91,0.994,0.302537823097498,0.00916
0.002,0.998,0.002,0.0144272148621761,4.546e-05
0.707,0.293,0.936,0.604816023751259,0.405
0,1,1,0,1.301e-09
0.414,0.586,0.442,0.678281369126327,0.0574
0,1,0,0,5.149e-12
0,1,1,0,8.184e-14
0,1,0,0,2.369e-13
0.003,0.997,1,0.0204229244641799,3.909e-06
0,1,1,0,4.822e-20
0,1,1,0,5.559e-34
0,1,1,0,4.576e-09
0,1,1,0,8.828e-06
0,1,1,0,6.231e-05
0,1,0,0,2.683e-49
0.72,0.28,0.85,0.592953317447474,0.978
0,1,0,0,1.674e-20
0,1,1,0,4.737e-05
0,1,0,0,3.177e-13
0,1,1,0,1.222e-07
0,1,1,0,1.338e-06
0.05,0.95,0.998,0.198515243345873,0.00229
0,1,1,0,8.977e-49
0,1,0,0,7.269e-45
0.474,0.526,0.962,0.691794570598635,0.0826
0.001,0.999,1,0.00790725511223209,0.000161
0,1,0,0,5.57e-08
0,1,0,0,7.923e-10
0.019,0.981,0.997,0.0941213555443535,0.00134
0,1,0,0,4.324e-10
0.057,0.943,0.058,0.218631852192217,0.00155
0.669,0.331,0.932,0.634884560506544,0.356
0,1,0,0,6.944e-26
0.715,0.285,0.853,0.597613844579356,0.904
0,1,0,0,5.713e-25
0.013,0.987,0.015,0.0693716084142908,0.0008857
0,1,0,0,1.107e-15
0.093,0.907,0.098,0.309424323864455,0.00457
0,1,0,0,4.675e-21
0,1,0,0,1.554e-12
0.205,0.795,0.215,0.50725625210857,0.0148
0.309,0.691,0.972,0.618298206197274,0.0294
0.598,0.402,0.906,0.673814268494813,0.367
0.712,0.288,0.914,0.600351187777658,0.464
0.292,0.708,0.97,0.603932750384645,0.0393
0,1,1,0,2.833e-06
0.223,0.777,0.974,0.530678821710868,0.0212
0.036,0.964,0.996,0.155016589193151,0.00241
0.033,0.967,0.999,0.145020584350408,0.0006089
0,1,1,0,2.766e-16
0.254,0.746,0.968,0.566687077407423,0.0489
0.701,0.299,0.916,0.610014621727074,0.508
0.061,0.939,0.995,0.229710238291006,0.00191
0.628,0.372,0.735,0.660011540650498,0.503
0.281,0.719,0.3,0.593895300697922,0.0317
0,1,0,0,1.263e-24
0,1,1,0,2.347e-33
0,1,0,0,3.797e-05
0.107,0.893,0.11,0.340196776971999,0.00648
0,1,1,0,1.511e-40
0,1,0,0,1.377e-16
0.035,0.965,1,0.151714479037886,0.00161
0.788,0.212,0.868,0.516594493943662,0.783
0,1,0,0,1.082e-06
0,1,1,0,1.439e-35
0,1,0,0,4.835e-56
0,1,0,0,2.889e-14
0.725,0.275,0.911,0.588168777354191,0.516
0,1,0,0,1.695e-39
0,1,0,0,6.892e-30
0.475,0.525,0.961,0.69189665920508,0.133
0.005,0.995,0.005,0.0314790659471667,2.048e-05
0,1,1,0,7.108e-06
0.417,0.583,0.453,0.6793051948497,0.0529
0.449,0.551,0.982,0.687936122542609,0.0538
0.185,0.815,0.199,0.478891139051344,0.0219
0.296,0.704,0.974,0.607436917766953,0.0386
0.244,0.756,0.971,0.555646951618869,0.0248
0.019,0.981,0.019,0.0941213555443535,0.0008496
0.087,0.913,0.092,0.295541413675982,0.00722
0,1,0,0,6.006e-09
0.579,0.421,0.613,0.68061272148709,0.138
0.275,0.725,0.307,0.588168777354191,0.0297
0,1,0,0,1.987e-29
0.658,0.342,0.733,0.642353162094667,0.305
0,1,0,0,1.403e-40
0,1,1,0,4.859e-07
0.187,0.813,0.986,0.481843575567959,0.00896
0.644,0.356,0.693,0.65108195918761,0.224
0.481,0.519,0.958,0.69242500669817,0.0732
0,1,0,0,1.992e-45
0.006,0.994,0.006,0.0366779387501341,3.405e-05
0,1,1,0,5.693e-26
0.237,0.763,0.981,0.54759714766307,0.0223
0,1,0,0,2.496e-18
0,1,0,0,3.904e-11
0,1,0,0,1.024e-49
0,1,0,0,1.368e-25
0.732,0.268,0.886,0.581259431985547,0.809
0,1,0,0,2.89e-18
0.01,0.99,1,0.0560015343548473,8.762e-05
0,1,0,0,1.066e-20
0,1,1,0,3.011e-12
0.54,0.46,0.586,0.6899437584584,0.147
0,1,1,0,3.536e-07
0.052,0.948,0.058,0.204362537478142,0.00292
0.767,0.233,0.896,0.542875942652643,0.797
0,1,0,0,1.962e-29
0,1,1,0,1.719e-06
0,1,1,0,1.238e-35
0,1,0,0,2.505e-10
0,1,1,0,1.968e-16
0,1,0,0,2.447e-15
0,1,0,0,1.163e-14
0,1,1,0,1.669e-05
0,1,0,0,2.307e-11
0,1,0,0,3.176e-26
0,1,0,0,1.418e-93
0.044,0.956,0.044,0.180454370212594,0.00142
0,1,1,0,8.723e-15
0.216,0.784,0.991,0.521798470967638,0.0198
0.017,0.983,1,0.0861218870285167,6.127e-05
0.667,0.333,0.773,0.636282869192928,0.587
0.028,0.972,0.029,0.127719710761685,0.00154
0,1,1,0,7.679e-25
0,1,1,0,1.579e-10
0.113,0.887,0.123,0.352741956159046,0.00662
0.613,0.387,0.939,0.667387217050714,0.213
0,1,0,0,8.769e-07
0,1,0,0,4.736e-26
0,1,0,0,1.159e-33
0,1,1,0,5.169e-35
0.077,0.923,0.997,0.271380478053271,0.00345
0,1,1,0,3.026e-10
0,1,1,0,4.125e-09
0,1,1,0,3.075e-09
0,1,0,0,8.489e-06
0.002,0.998,0.002,0.0144272148621761,0.0003526
0,1,0,0,4.516e-41
0,1,0,0,1.68e-33
0.085,0.915,0.087,0.290814402453358,0.00434
0,1,1,0,3.225e-15
0.169,0.831,0.181,0.45429703663526,0.0106
0,1,0,0,1.288e-11
0,1,0,0,1.596e-09
0.022,0.978,0.023,0.105723887714203,0.00153
0,1,1,0,1.709e-17
0,1,1,0,3.227e-30
0.777,0.223,0.844,0.530678821710868,0.481
0,1,1,0,1.43e-33
0,1,1,0,3.13e-39
0,1,0,0,9.365e-05
0,1,0,0,1.645e-14
0.354,0.646,0.979,0.64988769228922,0.0408
0,1,1,0,1.238e-08
0,1,1,0,2.003e-13
0,1,1,0,1.429e-14
0.428,0.572,0.461,0.682743048203884,0.0717
0,1,0,0,7.196e-16
0,1,0,0,1.437e-15
0,1,1,0,4.244e-36
0,1,1,0,4.149e-19
0.546,0.454,0.603,0.688909190314647,0.162
0,1,0,0,2.906e-17
0,1,1,0,1.915e-38
0.048,0.952,0.051,0.192583717337179,0.00139
0,1,1,0,5.598e-88
0,1,1,0,1.612e-60
0.019,0.981,0.019,0.0941213555443535,0.0007462
0,1,1,0,5.619e-28
0.427,0.573,0.98,0.682450989655969,0.0528
0,1,1,0,1.533e-09
0,1,1,0,9.517e-24
0.429,0.571,0.97,0.683031022048436,0.0734
0,1,0,0,3.113e-22
0.742,0.258,0.904,0.570954567642163,0.598
0,1,1,0,4.126e-07
0.001,0.999,0.001,0.00790725511223209,0.00017
0.511,0.489,0.944,0.692905161034832,0.125
0,1,0,0,5.209e-22
0.661,0.339,0.822,0.6403699544382,0.883
0,1,1,0,1.48e-09
0.335,0.665,0.361,0.637663168784597,0.0531
0,1,1,0,1.265e-06
0.113,0.887,0.124,0.352741956159046,0.0123
0.089,0.911,0.09,0.300218062672155,0.00387
0,1,1,0,2.364e-10
0.364,0.636,0.394,0.655684984878046,0.0472
0,1,1,0,3.535e-05
0,1,1,0,3.034e-21
0,1,0,0,3.422e-12
0,1,1,0,6.538e-34
0,1,0,0,1.003e-09
0.094,0.906,0.099,0.311695958173817,0.00643
0.638,0.362,0.921,0.654560249527232,0.33
0,1,0,0,2.637e-09
0,1,0,0,9.386e-29
0.029,0.971,1,0.131248699201653,0.00177
0,1,1,0,4.85e-40
0,1,0,0,1.019e-13
0.692,0.308,0.933,0.617491064538849,0.389
0.603,0.397,0.675,0.67177650592283,0.206
0,1,0,0,1.44e-09
0,1,0,0,2.282e-22
0,1,1,0,2.993e-28
0,1,0,0,3.903e-09
0.002,0.998,0.002,0.0144272148621761,0.0003437
0,1,0,0,5.938e-13
0.003,0.997,1,0.0204229244641799,0.0003421
0.685,0.315,0.868,0.623042993542438,0.829
0,1,0,0,3.86e-19
0,1,1,0,2.412e-09
0,1,0,0,1.005e-12
0.231,0.769,0.98,0.540481832301762,0.0263
0.716,0.284,0.794,0.596691595800532,0.574
0.086,0.914,0.995,0.293184269195242,0.00474
0,1,1,0,7.058e-27
0,1,1,0,2.696e-26
0,1,0,0,2.484e-12
0.122,0.878,0.992,0.370891002313047,0.00688
0,1,0,0,3.157e-06
0,1,0,0,7.522e-08
0,1,1,0,5.732e-09
0,1,0,0,6.736e-39
0,1,0,0,6.873e-10
0,1,1,0,1.483e-28
0,1,1,0,1.787e-27
0,1,0,0,4.543e-07
0.083,0.917,0.994,0.286035956475841,0.00583
0.534,0.466,0.62,0.690833395474842,0.209
0,1,0,0,2.642e-27
0,1,1,0,4.077e-10
0,1,0,0,0.0002137
0,1,1,0,9.288e-20
0.66,0.34,0.717,0.641035477881156,0.274
0,1,1,0,7.671e-05
0.581,0.419,0.634,0.679967173803801,0.199
0,1,1,0,2.189e-40
0.674,0.326,0.799,0.631309637901695,0.666
0,1,1,0,2.743e-07
0.621,0.379,0.942,0.663572455375207,0.277
0.016,0.984,0.999,0.0820339767268832,1.923e-06
0,1,0,0,6.166e-11
0,1,1,0,6.924e-12
0,1,1,0,9.276e-17
0,1,0,0,1.474e-10
0.005,0.995,1,0.0314790659471667,0.0002361
0,1,0,0,1.157e-35
0,1,1,0,1.417e-13
0,1,1,0,3.566e-26
0.55,0.45,0.591,0.688138813713588,0.13
0.001,0.999,0.001,0.00790725511223209,3.985e-05
0,1,1,0,2.403e-17
0.244,0.756,0.984,0.555646951618869,0.0195
0,1,1,0,2.205e-28
0,1,0,0,2.253e-07
0.433,0.567,0.455,0.684142117543424,0.0737
0.581,0.419,0.627,0.679967173803801,0.173
0.064,0.936,0.066,0.237834675664092,0.00231
0.599,0.401,0.891,0.673415049361049,0.39
0.616,0.384,0.686,0.665988409251802,0.264
0,1,0,0,1.04e-09
0,1,1,0,2.164e-82
0,1,1,0,2.748e-19
0,1,0,0,1.269e-11
0.669,0.331,0.742,0.634884560506544,0.354
0,1,1,0,6.061e-26
0,1,1,0,1.123e-12
0.364,0.636,0.977,0.655684984878046,0.0471
0.434,0.566,0.46,0.68440970291956,0.069
0.506,0.494,0.96,0.693075178831846,0.11
0.642,0.358,0.788,0.652258778881731,0.778
0,1,1,0,3.171e-12
0,1,0,0,8.765e-20
0.008,0.992,0.008,0.0465944242221046,0.000621
0.681,0.319,0.918,0.626113386705954,0.478
0,1,0,0,2.627e-14
0.74,0.26,0.849,0.57305691713142,0.797
0.482,0.518,0.951,0.692499040519335,0.116
0.488,0.512,0.523,0.692859152905573,0.0885
0.574,0.426,0.944,0.682154843983954,0.188
0,1,0,0,1.54e-07
0.683,0.317,0.777,0.624587427576189,0.552
0,1,1,0,8.863e-07
0,1,0,0,1.97e-06
0,1,0,0,7.195e-26
0,1,0,0,4.778e-10
0,1,1,0,2.156e-05
0,1,0,0,1.503e-42
0,1,1,0,1.008e-17
0,1,0,0,1.387e-42
0,1,1,0,3.393e-21
0.564,0.436,0.6,0.684932663037053,0.135
0.167,0.833,0.985,0.451097288383559,0.00939
0,1,1,0,8.635e-11
0,1,1,0,2.75e-09
0,1,1,0,5.138e-15
0,1,1,0,4.283e-16
0,1,1,0,2.193e-17
0.792,0.208,0.917,0.511294736087238,0.815
0,1,1,0,7.723e-18
0.001,0.999,1,0.00790725511223209,3.486e-05
0.607,0.393,0.684,0.670071125344402,0.29
0,1,0,0,3.482e-44
0,1,1,0,1.772e-16
0,1,0,0,6.155e-12
0,1,0,0,1.009e-58
0,1,0,0,2.445e-16
0,1,0,0,3.233e-16
0.727,0.273,0.805,0.586219929729774,0.468
0,1,1,0,6.568e-08
0,1,0,0,1.2e-43
0,1,0,0,3.922e-19
0.154,0.846,0.166,0.429585199983573,0.0294
0,1,1,0,9.215e-33
0,1,1,0,7.43e-08
0,1,0,0,2.404e-23
0.252,0.748,0.273,0.564521721404349,0.0303
0.105,0.895,0.994,0.335932214359602,0.006
0,1,0,0,9.499e-23
0.1,0.9,0.992,0.325082973391448,0.00698
0,1,1,0,2.691e-13
0,1,1,0,1.666e-17
0.496,0.504,0.967,0.693115180218603,0.0886
0,1,1,0,6.577e-06
0,1,1,0,6.568e-09
0,1,0,0,5.92e-05
0.018,0.982,0.018,0.0901499225359206,0.0003185
0.064,0.936,0.996,0.237834675664092,0.00255
0,1,0,0,6.702e-50
0,1,0,0,5.062e-13
0.176,0.824,0.186,0.465273579210018,0.0121
0,1,0,0,7.288e-15
0,1,0,0,5.249e-30
0,1,1,0,5.183e-64
0.704,0.296,0.835,0.607436917766953,0.881
0,1,0,0,8.69e-08
0.272,0.728,0.982,0.585237953862438,0.0379
0,1,1,0,7.961e-15
0,1,1,0,8.623e-10
0.426,0.574,0.952,0.682154843983954,0.0886
0,1,0,0,5.691e-13
0.738,0.262,0.781,0.575138476441581,0.365
0,1,0,0,5.504e-11
0,1,0,0,7.384e-17
0,1,1,0,8.436e-21
0.445,0.555,0.525,0.687084920288889,0.108
0.396,0.604,0.43,0.671356435772735,0.0848
0,1,1,0,3.738e-06
0,1,1,0,9.059e-07
0.763,0.237,0.873,0.54759714766307,0.936
0,1,1,0,2.677e-05
0.688,0.312,0.86,0.620691563887438,0.847
0,1,0,0,8.62e-10
0,1,0,0,4.154e-08
0.397,0.603,0.948,0.67177650592283,0.0666
0,1,0,0,9.571e-06
0,1,1,0,2.437e-35
0.66,0.34,0.929,0.641035477881156,0.32
0,1,1,0,2.422e-10
0,1,0,0,4.426e-06
0,1,0,0,4.172e-08
0,1,0,0,6.262e-20
0.62,0.38,0.929,0.664064126564108,0.271
0,1,0,0,3.278e-18
0,1,0,0,2.097e-06
0.65,0.35,0.875,0.647446639034633,0.596
0,1,1,0,6.368e-12
0.435,0.565,0.969,0.68467321736082,0.0609
0,1,1,0,1.004e-28
0,1,0,0,3.27e-14
0.419,0.581,0.468,0.679967173803801,0.0596
0.668,0.332,0.92,0.635585969379383,0.349
0,1,1,0,1.14e-14
0,1,0,0,2.576e-06
0,1,1,0,1.412e-07
0.668,0.332,0.76,0.635585969379383,0.511
0,1,1,0,4.702e-12
0,1,1,0,1.81e-15
0.388,0.612,0.416,0.667845050310763,0.046
0,1,0,0,1.335e-23
0.107,0.893,0.115,0.340196776971999,0.00427
0.517,0.483,0.934,0.692569069147086,0.161
0,1,1,0,5.384e-22
0,1,1,0,2.166e-55
0,1,0,0,3.974e-08
0.131,0.869,0.142,0.388283253787161,0.00658
0,1,0,0,2.208e-05
0,1,1,0,4.509e-07
0.005,0.995,1,0.0314790659471667,0.0002408
0,1,0,0,1.677e-56
0,1,0,0,1.099e-07
0.003,0.997,1,0.0204229244641799,6.033e-05
0,1,0,0,6.241e-08
0,1,0,0,2.627e-24
0.628,0.372,0.906,0.660011540650498,0.373
0.613,0.387,0.65,0.667387217050714,0.159
0,1,1,0,1.308e-14
0.71,0.29,0.932,0.60215168259268,0.479
0,1,1,0,1.236e-15
0.66,0.34,0.878,0.641035477881156,0.606
0,1,1,0,7.999e-44
0.652,0.348,0.921,0.646199761644442,0.356
0.144,0.856,0.989,0.412158721865862,0.011
0.775,0.225,0.872,0.533163840737299,0.841
0,1,0,0,2.854e-31
0.275,0.725,0.972,0.588168777354191,0.0279
0,1,1,0,3.631e-26
0,1,1,0,7.969e-44
0,1,1,0,1.101e-19
0,1,1,0,2.071e-37
0,1,0,0,2.903e-05
0,1,0,0,5.191e-07
0.51,0.49,0.94,0.692947167224478,0.0916
0,1,0,0,7.099e-25
0,1,0,0,4.159e-10
0.58,0.42,0.953,0.680292000192154,0.154
0.019,0.981,0.021,0.0941213555443535,0.0009831
0.515,0.485,0.95,0.692697113035634,0.114
0,1,0,0,2.485e-15
0.002,0.998,0.002,0.0144272148621761,7.093e-06
0.343,0.657,0.968,0.643005335459831,0.0642
0,1,1,0,4.219e-05
0.086,0.914,0.992,0.293184269195242,0.00399
0,1,1,0,3.303e-13
0.729,0.271,0.902,0.584250927889426,0.737
0,1,1,0,6.215e-18
0.012,0.988,0.014,0.0650018938097877,0.0011
0.475,0.525,0.532,0.69189665920508,0.142
0.378,0.622,0.966,0.663076535354163,0.0492
0,1,0,0,5.018e-07
0.648,0.352,0.926,0.648675933935333,0.292
0,1,0,0,3.605e-06
0,1,0,0,7.663e-31
0,1,0,0,1.982e-05
0,1,1,0,4.971e-08
0,1,0,0,1.124e-24
0.719,0.281,0.871,0.593895300697922,0.835
0.022,0.978,0.027,0.105723887714203,0.00144
0.709,0.291,0.915,0.603044639923954,0.494
0.008,0.992,0.999,0.0465944242221046,2.899e-05
0.055,0.945,0.057,0.212982197312764,0.00234
0,1,0,0,5.718e-11
0,1,0,0,1.133e-14
0.55,0.45,0.923,0.688138813713588,0.248
0.351,0.649,0.981,0.648063481404664,0.0373
0.313,0.687,0.982,0.621480021586315,0.026
0,1,0,0,5.939e-25
0,1,1,0,5.031e-06
0.001,0.999,0.001,0.00790725511223209,0.0001175
0,1,1,0,2.381e-13
0.338,0.662,0.962,0.639699968278577,0.0499
0,1,1,0,7.707e-07
0.031,0.969,1,0.138201266720945,3.887e-06
0.002,0.998,0.002,0.0144272148621761,2.235e-05
0,1,1,0,1.598e-19
0,1,1,0,8.85e-09
0.741,0.259,0.895,0.572008347657556,0.584
0,1,1,0,2.928e-08
0.523,0.477,0.576,0.692088807122444,0.131
0.002,0.998,0.002,0.0144272148621761,0.0002961
0.718,0.282,0.79,0.594832334400964,0.591
0.672,0.328,0.949,0.632753210600581,0.288
0.673,0.327,0.796,0.632033696247833,0.636
0.062,0.938,0.067,0.232435494941503,0.00303
0.688,0.312,0.897,0.620691563887438,0.575
0.66,0.34,0.887,0.641035477881156,0.58
0.082,0.918,0.994,0.283627096116858,0.00263
0.018,0.982,0.999,0.0901499225359206,0.0002831
0.648,0.352,0.9,0.648675933935333,0.48
0.736,0.264,0.861,0.577199348367057,0.858
0,1,1,0,1.027e-19
0.26,0.74,0.986,0.57305691713142,0.0386
0.719,0.281,0.937,0.593895300697922,0.369
0,1,0,0,1.976e-09
0,1,1,0,1.441e-31
0.674,0.326,0.954,0.631309637901695,0.238
0.443,0.557,0.965,0.686635032212645,0.0653
0.031,0.969,0.997,0.138201266720945,0.00153
0,1,1,0,9.992e-07
0.77,0.23,0.894,0.53927634149705,0.996
0,1,1,0,2.24e-11
0,1,1,0,1.077e-11
0.119,0.881,0.127,0.364927814852091,0.0105
0,1,1,0,2.291e-15
0,1,1,0,8.177e-10
0,1,0,0,1.157e-26
0.711,0.289,0.829,0.60125386852754,0.696
0.532,0.468,0.571,0.691097780162924,0.139
0.544,0.456,0.944,0.689270167553944,0.175
0.749,0.251,0.93,0.563431092605662,0.623
0.727,0.273,0.806,0.586219929729774,0.516
0,1,1,0,1.29e-06
0.532,0.468,0.925,0.691097780162924,0.181
0.121,0.879,0.993,0.368912697899661,0.005
0,1,0,0,3.35e-09
0.479,0.521,0.52,0.692264921068805,0.0846
0.371,0.629,0.979,0.659485753290202,0.0414
0,1,1,0,8.892e-13
0.711,0.289,0.889,0.60125386852754,0.788
0,1,0,0,9.467e-37
0,1,1,0,7.074e-11
0.016,0.984,0.018,0.0820339767268832,0.000936
0,1,1,0,1.264e-21
0,1,1,0,1.236e-40
0,1,1,0,6.244e-14
0,1,1,0,1.914e-06
0.621,0.379,0.692,0.663572455375207,0.312
0,1,0,0,4.109e-06
0.62,0.38,0.955,0.664064126564108,0.165
0.076,0.924,0.078,0.26888959092346,0.00208
0.643,0.357,0.889,0.651672547202017,0.456
0,1,0,0,2.546e-21
0.758,0.242,0.863,0.553374342935301,0.893
0,1,1,0,6.778e-13
0,1,0,0,9.643e-13
0.703,0.297,0.822,0.608300938814838,0.741
0,1,1,0,2.291e-09
0.797,0.203,0.895,0.504533286240853,0.967
0,1,0,0,1.623e-64
0.027,0.973,1,0.124153971633037,0.00119
0,1,1,0,7.585e-12
0,1,0,0,1.8e-12
0,1,1,0,1.548e-13
0,1,0,0,2.276e-10
0,1,0,0,3.945e-26
0.011,0.989,1,0.0605477370064927,0.0003413
0,1,1,0,1.147e-12
0.032,0.968,0.034,0.141627069608819,0.0008327
0,1,1,0,3.604e-25
0.5,0.5,0.942,0.693147180559945,0.123
0.76,0.24,0.907,0.551079928086973,0.745
0.724,0.276,0.809,0.589135671956945,0.617
0,1,1,0,2.824e-81
0.758,0.242,0.889,0.553374342935301,0.788
0.655,0.345,0.716,0.644296375765228,0.305
0.724,0.276,0.871,0.589135671956945,0.831
0.702,0.298,0.82,0.609160170377407,0.895
0,1,0,0,1.229e-17
0.68,0.32,0.883,0.626869457572426,0.728
0,1,1,0,1.417e-09
0.058,0.942,0.06,0.221428615719511,0.00291
0,1,1,0,9.114e-08
0,1,1,0,8.64e-07
0,1,1,0,4.487e-18
0,1,0,0,1.356e-27
0,1,1,0,1.964e-07
0,1,0,0,2.988e-12
0,1,1,0,5.515e-09
0,1,1,0,4.382e-20
0,1,1,0,1.177e-27
0,1,1,0,1.954e-47
0.141,0.859,0.151,0.40677463045434,0.00717
0.269,0.731,0.986,0.582261678792154,0.0228
0.733,0.267,0.946,0.580252087706355,0.349
0.001,0.999,1,0.00790725511223209,0.0001314
0,1,0,0,1.742e-08
0.25,0.75,0.268,0.562335144618808,0.02
0.715,0.285,0.891,0.597613844579356,0.636
0,1,0,0,2.959e-22
0,1,1,0,1.168e-07
0,1,1,0,4.072e-05
0.73,0.27,0.82,0.583258840128597,0.617
0,1,0,0,9.676e-07
0,1,1,0,6.709e-10
0,1,0,0,4.185e-12
0,1,1,0,2.122e-15
0,1,1,0,1.256e-11
0,1,1,0,1.168e-44
0,1,0,0,1.614e-19
0.576,0.424,0.622,0.681550281402954,0.199
0.764,0.236,0.902,0.546425182072871,0.747
0,1,1,0,8.378e-12
0.418,0.582,0.463,0.679638239607092,0.0385
0.219,0.781,0.235,0.525639378127529,0.0136
0,1,1,0,7.339e-06
0.706,0.294,0.798,0.605694469714336,0.474
0,1,0,0,7.652e-10
0.708,0.292,0.882,0.603932750384645,0.759
0.28,0.72,0.312,0.592953317447474,0.0461
0,1,1,0,1.753e-08
0.19,0.81,0.207,0.486222964661792,0.0165
0,1,0,0,1.106e-07
0.631,0.369,0.899,0.658421318067677,0.498
0,1,1,0,2.993e-21
0,1,0,0,5.846e-17
0,1,0,0,3.237e-08
0,1,1,0,3.917e-24
0,1,1,0,1.768e-13
0,1,1,0,7.149e-19
0.676,0.324,0.746,0.629847860460379,0.356
0,1,1,0,1.991e-06
0,1,1,0,3.568e-08
0.138,0.862,0.155,0.401316227118339,0.0119
0,1,1,0,2.838e-07
0,1,0,0,1.393e-06
0,1,1,0,1.765e-31
0.057,0.943,0.993,0.218631852192217,0.00357
0,1,1,0,3.961e-27
0,1,0,0,4.93e-32
0,1,0,0,1.62e-07
0,1,0,0,1.012e-07
0.019,0.981,1,0.0941213555443535,0.0007901
0.257,0.743,0.285,0.56989556393877,0.0237
0.704,0.296,0.824,0.607436917766953,0.869
0,1,0,0,0.0001368
0.029,0.971,0.999,0.131248699201653,0.0008115
0.009,0.991,0.009,0.051354154265093,0.0002079
0.408,0.592,0.954,0.676122343973908,0.0742
0,1,1,0,3.321e-05
0.587,0.413,0.933,0.677931853850138,0.186
0.186,0.814,0.192,0.480370659745414,0.0117
0.021,0.979,0.021,0.101905829752576,0.0004256
0,1,1,0,1.476e-36
